actual,predicted,misclassified,id,organization_id,type,species,age,gender,size,coat,tags,name,description,videos,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,fixed,house_trained,attributes.declawed,special_needs,shots_current,good_with_kids,good_with_dogs,good_with_cats,city,contact.address.state,zipcode,has_photo,days_on_petfinder,polarity,desc_len
Speedy_adoption,Slow_adoption,Yes,47850075,CA86,Dog,Dog,Young,Female,Small,Medium,[],Lucy-2,"Beautiful Lucy has dark soulful eyes.  This darling girl is a 2-3 year old, 14.8 pound terrier mix. Her tan...",0,2020-04-28 00:56:48+00:00,2020-04-21 20:08:04+00:00,55.978,Terrier,,0,False,Apricot / Beige,Golden,Yellow / Tan / Blond / Fawn,1,1,,0,1,1,1,2,Lodi,CA,95241.0,1,1.0,0.8271,110
Slow_adoption,Speedy_adoption,Yes,46929796,CA2324,Dog,Dog,Adult,Female,Small,Short,[],Penelope,"Penelope is an easy going and sociable girl. She loves long walks, and has an athletic side with energy to...",0,2020-01-23 20:54:41+00:00,2019-12-24 07:24:34+00:00,53.2279,Corgi,,1,False,White / Cream,,,0,0,,0,1,1,1,2,Santa Rosa,CA,95401.0,1,0.0,0.8909999999999999,109
Speedy_adoption,Slow_adoption,Yes,49085234,CA2584,Dog,Dog,Young,Female,Small,Medium,[],Claudia,"Posted 09/13/2020, please don&#039;t call and ask us if she is available if she is posted she is available and...",0,2020-09-26 23:12:21+00:00,2020-09-14 01:26:41+00:00,21.116,Spaniel,,1,False,Apricot / Beige,,,1,0,,1,1,2,1,2,Vallejo,CA,94590.0,1,1.0,0.3182,113
Speedy_adoption,Slow_adoption,Yes,47307778,CA464,Dog,Dog,Adult,Male,Large,Medium,"['Affectionate', ' smart', 'Fun loving']",River,"River if fun loving, devoted, affectionate and a great listener. He loves to be with people and us always checking...",0,2020-02-13 04:19:47+00:00,2020-02-06 04:43:12+00:00,42.8425,German Shepherd Dog,,0,False,Bicolor,,,1,1,,0,1,2,1,2,Tracy,CA,95376.0,1,1.0,0.9666,117
Slow_adoption,Speedy_adoption,Yes,46376928,CA290,Dog,Dog,Adult,Female,Small,Wire,[],Maya,Maya is a Jack Russell Terrier/Border Terrier cross.  She is about 18 months old.  She was an owner-surrender at the...,0,2020-01-23 21:49:28+00:00,2019-10-25 04:28:08+00:00,77.1626,Jack Russell Terrier,Border Terrier,1,False,Golden,Yellow / Tan / Blond / Fawn,,1,0,,0,1,1,1,2,Hollister,CA,95023.0,1,0.0,0.0,119
Speedy_adoption,Slow_adoption,Yes,44355218,CA2159,Dog,Dog,Young,Female,Small,Short,[],Molly,Hi! Molly is my name and I would love to meet you ~ but first let me tell you about...,0,2019-04-02 17:03:32+00:00,2019-03-31 03:02:27+00:00,97.1809,Rat Terrier,,1,False,Red / Chestnut / Orange,,,1,1,,0,1,2,2,2,Yuba City,CA,95993.0,1,1.0,0.4389,86
Slow_adoption,Speedy_adoption,Yes,48538363,CA2572,Dog,Dog,Adult,Male,Small,Curly,[],Einstein,Mr. Einstein!! This Poodle was a stray on the city streets. He was a mess!! He had at least a...,0,2020-08-12 01:07:00+00:00,2020-07-20 00:03:30+00:00,77.921,Poodle,,0,False,White / Cream,,,1,1,,0,1,1,1,1,Turlock,CA,95380.0,1,0.0,-0.5673,96
Speedy_adoption,Slow_adoption,Yes,47774817,CA2285,Dog,Dog,Adult,Male,Medium,Short,[],Charlie,Meet handsome two-year-old Charlie the blue pity. He’s a 55 pound boy you found himself at the shelter with a...,0,2020-04-12 00:42:51+00:00,2020-04-08 03:37:56+00:00,8.1106,Pit Bull Terrier,,0,False,Gray / Blue / Silver,,,1,0,,0,1,1,1,2,Lafayette,CA,94549.0,1,1.0,0.25,112
Slow_adoption,Speedy_adoption,Yes,47758017,CA2285,Dog,Dog,Baby,Male,Large,Medium,[],Tommy,Meet eight-month-old puppy and 40 pound Tommy the German Shepherd lab mix. He’s a great dog who is smart and...,1,2020-05-12 14:26:04+00:00,2020-04-04 21:51:50+00:00,8.1106,German Shepherd Dog,Australian Cattle Dog / Blue Heeler,1,False,Bicolor,White / Cream,,1,0,,0,1,1,1,2,Lafayette,CA,94549.0,1,0.0,0.7783,111
Speedy_adoption,Slow_adoption,Yes,44114595,CA1727,Dog,Dog,Baby,Female,Large,Short,[],Frankie,Many of our newly listed puppies are scheduled to attend Saturday events at Petsmart Almaden Expressway in San Jose from...,0,2019-03-10 07:04:45+00:00,2019-02-27 18:26:05+00:00,38.8997,Boxer,Shepherd,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,1.0,0.0,123
Speedy_adoption,Slow_adoption,Yes,45191730,CA781,Dog,Dog,Baby,Male,Medium,Medium,[],Sparky,"Meet Sparky!

This little ball of fluff loves life!  He hasn’t met a human, dog or cat that he doesn’t...",0,2019-07-16 00:57:13+00:00,2019-07-07 14:22:44+00:00,23.4398,Cattle Dog,Australian Shepherd,1,False,Black,White / Cream,,1,0,,0,1,1,1,1,Redwood City,CA,94061.0,1,1.0,0.6467,105
Slow_adoption,Speedy_adoption,Yes,45221597,CA2164,Dog,Dog,Baby,Male,Small,Medium,[],Billy Idol,"Billy Idol
Birthdate
3
/
01
/201
9
Billy Idol
is
available for adoption through Dogma Animal Rescue, a Sonoma...",0,2019-12-07 21:29:31+00:00,2019-07-11 03:54:16+00:00,63.5574,Wirehaired Terrier,,1,False,Apricot / Beige,White / Cream,,1,0,,0,1,1,2,2,Monte Rio,CA,95462.0,1,0.0,0.5106,112
Slow_adoption,Speedy_adoption,Yes,49185681,CA2692,Dog,Dog,Baby,Male,Small,Medium,[],Max,"Max is a 8 month old terrier mix, 6.5 pounds. He is very playful and affectionate. He loves to play...",1,2020-11-11 00:07:45+00:00,2020-09-22 21:40:52+00:00,71.4566,Terrier,Affenpinscher,1,False,Black,,,1,0,,0,1,1,1,2,Sacramento ,CA,95838.0,1,0.0,0.8766,102
Slow_adoption,Speedy_adoption,Yes,46192437,CA2265,Dog,Dog,Young,Male,Small,Short,[],ZZ Top,ZZTop is a 2 year old male Basenji mix weighing about 24 pounds.  This little pistol is FUN size! He...,0,2019-11-10 01:38:19+00:00,2019-10-06 02:51:47+00:00,91.1674,Basenji,Pit Bull Terrier,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,1,,0,1,1,1,1,Shingle Springs,CA,95682.0,1,0.0,0.6201,103
Slow_adoption,Speedy_adoption,Yes,46945308,CA1727,Dog,Dog,Adult,Female,Small,Curly,[],Clementine,"PLEASE NOTE: If you are interested in adopting a dog or puppy, please follow the steps below and submit an...",0,2020-01-18 23:36:44+00:00,2019-12-26 23:53:47+00:00,38.8997,Poodle,Terrier,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,0.0,0.7925,109
Slow_adoption,Speedy_adoption,Yes,45058374,CA731,Dog,Dog,Adult,Male,Medium,,[],Jackson,"Waiting patiently at the shelter, Jackson longs for a family he can call his own. At 18 months old, Jackson...",0,2019-07-07 18:05:53+00:00,2019-06-22 21:50:44+00:00,74.4539,Siberian Husky,German Shepherd Dog,1,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,0,2,2,2,Oakdale,CA,95361.0,1,0.0,0.0,110
Slow_adoption,Speedy_adoption,Yes,43748048,CA1005,Dog,Dog,Baby,Female,Medium,Medium,[],Gwen ( G Litter ) Available 2/23/2019,"EMAIL:  stonecliffeadoption@gmail.com for an application. 
Website: http://www.stoneclifferescue.org

Adoption Fee $650
    
Gwen is one of four pups from Gypsy. Gypsy has...",0,2019-02-25 11:33:51+00:00,2019-01-11 20:07:36+00:00,16.3248,Cattle Dog,,1,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,1,2,1,2,Dublin,CA,94568.0,1,0.0,0.0,174
Slow_adoption,Speedy_adoption,Yes,44546974,CA2143,Dog,Dog,Baby,Female,Large,Medium,[],SATURN,Very smart puppy! Now 3 months old. Active and playful. Looking for a loving stable and permanent home.,0,2019-05-11 02:38:40+00:00,2019-04-26 03:10:59+00:00,79.2359,Australian Cattle Dog / Blue Heeler,Shepherd,1,False,Brown / Chocolate,,,0,0,,0,1,2,2,2,Lower Lake,CA,95457.0,1,0.0,0.9323,103
Speedy_adoption,Slow_adoption,Yes,49709391,CA840,Dog,Dog,Young,Male,Small,Short,"['fashionista', 'snuggly', 'playful']",Bronco,"Name: Bronco
Breed: Chihuahua mix
DOB: 11-14-19
Neutered male

Bronco is a great little dog! He is shy at first...",0,2020-11-15 00:19:36+00:00,2020-11-06 00:47:34+00:00,93.3577,Chihuahua,,1,False,Bicolor,,,1,1,,0,1,1,1,1,Atwater,CA,95301.0,1,1.0,0.5255,114
Speedy_adoption,Slow_adoption,Yes,47769553,CA2490,Dog,Dog,Adult,Male,Medium,Medium,[],Chevy,"Chevy is an active, friendly, 2 yr old Cattle dog looking for an active and attentive adopter.

He has tested...",1,2020-04-13 16:37:31+00:00,2020-04-07 04:19:03+00:00,57.8514,Australian Cattle Dog / Blue Heeler,,0,False,"Tricolor (Brown, Black, & White)",,,1,1,,0,1,2,1,2,Davis,CA,95616.0,1,1.0,0.8225,112
Slow_adoption,Speedy_adoption,Yes,46105482,CA1727,Dog,Dog,Adult,Male,Small,Short,[],Bruce,Many of our newly listed dogs and puppies are scheduled to attend San Jose adoption events at Petsmart Almaden and...,0,2019-10-28 01:02:19+00:00,2019-09-27 03:42:15+00:00,38.8997,French Bulldog,Chihuahua,1,False,Black,Brown / Chocolate,Golden,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,0.0,0.0,117
Slow_adoption,Speedy_adoption,Yes,47033844,CA2159,Dog,Dog,Young,Female,Medium,Medium,[],Rosie,"**ROSIE MUST GO TO A HOME WITH ANOTHER DOG**

Rosie is back and available for adoption. Rosie has so much...",0,2020-07-14 20:09:56+00:00,2020-01-05 19:20:34+00:00,97.1809,Border Collie,,1,False,Black,White / Cream,,1,1,,0,1,1,1,2,Yuba City,CA,95993.0,1,0.0,0.0,108
Speedy_adoption,Slow_adoption,Yes,45525694,CA1005,Dog,Dog,Adult,Female,Small,Short,[],Summer,"EMAIL:  stonecliffeadoption@gmail.com for an application. 
Website: http://www.stoneclifferescue.org

Adoption Fee  $ 350
Age: 2 years
Current weight: 14 pounds

Summer came...",0,2019-08-11 00:40:50+00:00,2019-08-07 04:27:39+00:00,16.3248,Miniature Pinscher,Chihuahua,1,False,Bicolor,Black,Yellow / Tan / Blond / Fawn,1,0,,0,1,2,1,2,Dublin,CA,94568.0,1,1.0,0.0,176
Slow_adoption,Speedy_adoption,Yes,49761803,CA840,Dog,Dog,Young,Female,Large,Medium,"['Sweet', 'Loving', 'Shy']",Lacie,"Name Lacie
Breed German Shepard
Age 3 years
Spayed Female

Poor Lacie was at a kill shelter a few months...",0,2020-11-29 03:53:23+00:00,2020-11-11 18:56:32+00:00,94.5838,German Shepherd Dog,,0,False,Black,,,1,1,,0,1,2,1,1,Atwater,CA,95301.0,1,0.0,-0.8316,107
Slow_adoption,Speedy_adoption,Yes,45040154,CA731,Dog,Dog,Adult,Female,Small,,[],Tiny Dancer,"This charming little girl will dance her way straight into your heart! With her precious face, her adorable ears and...",0,2019-07-06 21:57:51+00:00,2019-06-21 00:28:05+00:00,74.4539,Chihuahua,Miniature Pinscher,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,0,0,,0,0,2,2,2,Oakdale,CA,95361.0,1,0.0,0.9168,119
Speedy_adoption,Slow_adoption,Yes,49846474,CA2806,Dog,Dog,Adult,Male,Large,,[],Hans,"Oh Hans, you gorgeous pup. This 2 year old large mixed breed dog is all beauty...and very little brains. We...",0,2020-11-24 17:23:11+00:00,2020-11-20 18:49:26+00:00,64.3316,German Shepherd Dog,,1,False,,,,1,1,,0,1,1,1,2,Elk Grove,CA,95624.0,1,1.0,0.6124,110
Speedy_adoption,Slow_adoption,Yes,49149538,CA2614,Dog,Dog,Baby,Male,Medium,Short,[],Guinness,Welcome the new arrival Guinness! This scrumptious little puppy arrived to us with his littermates from a rural area after...,0,2020-09-27 03:25:35+00:00,2020-09-19 16:25:48+00:00,15.4029,Pit Bull Terrier,,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,2,2,2,San Francisco,CA,94132.0,1,1.0,0.75,125
Speedy_adoption,Slow_adoption,Yes,47454213,CA1781,Dog,Dog,Young,Male,Medium,Medium,"['Playful', 'Silly', 'Active']",Brody,"Brody is a beautiful, sweet, and active Shepherd/Kelpie (?) mix. He is approximately 2 years old and weighs 50 pounds....",0,2020-03-06 16:19:20+00:00,2020-02-23 21:25:02+00:00,37.7379,Shepherd,Australian Kelpie,1,False,Black,Yellow / Tan / Blond / Fawn,,1,1,,0,1,1,1,0,Petaluma,CA,94953.0,1,1.0,0.8625,121
Slow_adoption,Speedy_adoption,Yes,46517121,CA339,Dog,Dog,Baby,Male,Medium,,[],Asher,You can fill out an adoption application online on our official website.Adorable Labrador/Am. Staffordshire mix puppy available for adoptionThis sweet...,0,2019-11-24 14:23:12+00:00,2019-11-08 17:12:51+00:00,64.4099,Labrador Retriever,American Staffordshire Terrier,1,False,,,,1,0,,0,1,1,1,1,Woodland,CA,95695.0,1,0.0,0.0,153
Speedy_adoption,Slow_adoption,Yes,43945282,CA2490,Dog,Dog,Young,Male,Large,Long,[],Loving Leo,"Leo is a kid &amp; dog friendly, 1/2 Golden retriever (mom). and 1/2 German shepherd (Dad). Leo is very sweet...",0,2019-02-12 06:08:47+00:00,2019-02-05 18:00:02+00:00,57.8514,Golden Retriever,German Shepherd Dog,1,False,Black,,,1,1,,0,1,1,1,2,Davis,CA,95616.0,1,1.0,0.4939,112
Slow_adoption,Speedy_adoption,Yes,47460383,CA2160,Dog,Dog,Baby,Male,Medium,Short,"['Playful', 'energetic', 'sweet', 'adorable']",Sonic,"Sonic is a sweet, energetic puppy who is looking for his forever home. Sonic is approximately  12 weeks old. He...",0,2020-03-27 22:14:38+00:00,2020-02-24 20:05:21+00:00,16.3248,American Staffordshire Terrier,,1,False,Black,White / Cream,,0,0,,0,0,1,1,1,Dublin,CA,94568.0,1,0.0,0.7096,114
Slow_adoption,Speedy_adoption,Yes,45936507,CA2434,Dog,Dog,Adult,Female,Medium,,[],Brooklyn,"Brooklyn came to us as a very scared, undersocialized owner surrender. Sadly they just didnt have time for her anymore....",0,2019-12-13 01:02:22+00:00,2019-09-11 08:59:21+00:00,61.2351,Terrier,Yorkshire Terrier,1,False,,,,1,1,,0,1,1,1,2,Windsor,CA,95492.0,1,0.0,-0.7178,122
Speedy_adoption,Slow_adoption,Yes,47607448,CA717,Dog,Dog,Baby,Female,Small,Medium,"['loving', 'sweet', 'active']",Dolly,"My sister, Molly, and I were found abandoned in an orchard along with our brother by a nice lady.  Hoping...",0,2020-03-24 00:54:35+00:00,2020-03-13 07:34:46+00:00,42.5862,Terrier,,1,False,Black,White / Cream,,0,0,,0,1,1,1,2,Tracy,CA,95376.0,1,1.0,-0.0516,108
Speedy_adoption,Slow_adoption,Yes,44915367,CA957,Dog,Dog,Baby,Female,Medium,Medium,"['sweet', 'loving', 'active', 'playful', 'smart', 'quick learner', 'small']",GRACE,"Meet Grace.  She&#039;s a 6-month-old Great Pyrenees mix.  She is very sensitive, very smart and very sweet. She loves going...",0,2019-06-10 21:39:13+00:00,2019-06-08 14:31:51+00:00,82.4319,Great Pyrenees,,1,False,White / Cream,,,1,1,,0,1,1,1,2,Granite Bay,CA,95746.0,1,1.0,0.9546,127
Slow_adoption,Speedy_adoption,Yes,45089920,CA86,Dog,Dog,Young,Female,Small,Medium,[],Sandy,"Beautiful, Sandy is a 2 year old Poodle mix, weighing in at 12 Lbs, her mother is Chiquita 2 and...",0,2019-07-19 15:06:03+00:00,2019-06-26 20:38:47+00:00,55.978,Poodle,,0,False,Apricot / Beige,White / Cream,,1,1,,0,1,1,1,2,Lodi,CA,95241.0,1,0.0,0.5994,99
Speedy_adoption,Slow_adoption,Yes,44723885,CA2490,Dog,Dog,Young,Male,Small,Short,[],Teddy,Sweet Teddy landed at the CCAS shelter in Martinez CA as an unclaimed stray. He was sharing a kennel with...,0,2019-05-28 16:35:54+00:00,2019-05-17 22:44:26+00:00,57.8514,Terrier,,1,False,Bicolor,,,1,1,,0,1,2,1,2,Davis,CA,95616.0,1,1.0,0.7003,108
Speedy_adoption,Slow_adoption,Yes,42716520,CA957,Dog,Dog,Young,Male,Extra Large,Long,[],AUGIE,"Meet Augie, he&#039;s approx 3 yrs old and is docile. gentle, timid, goofy and as sweet as can be. He...",0,2019-02-13 00:00:23+00:00,2019-02-13 00:00:23+00:00,82.4319,Great Pyrenees,,0,False,White / Cream,,,1,1,,0,1,2,2,2,Granite Bay,CA,95746.0,1,1.0,0.5994,104
Speedy_adoption,Slow_adoption,Yes,46205248,CA2646,Dog,Dog,Baby,Female,Medium,Short,[],Stella,"This is Stella!
- Stella is from a litter of six other puppies and she was the only golden one....",0,2019-10-10 02:19:07+00:00,2019-10-07 21:53:31+00:00,2.2836,Golden Retriever,Australian Shepherd,1,False,Apricot / Beige,Golden,,1,1,,0,1,1,1,2,Oakland,CA,94611.0,1,1.0,0.0,98
Slow_adoption,Speedy_adoption,Yes,47254577,CA2437,Dog,Dog,Adult,Female,Medium,Short,"['Enthusiastic', 'Athletic', 'Healthy', 'Pretty', 'Strong', 'Bright', 'Affectionate', 'Receptive', 'Curious', 'Spirited', 'Inquisitive', 'Playful']",Nellie,"Fun-Loving Nellie

Nellie is a 3-year old, black and white Pit Bull Terrier and weighs 59#.  She is a happy,...",0,2020-09-10 21:43:55+00:00,2020-01-31 04:03:03+00:00,97.1773,Pit Bull Terrier,,0,False,Bicolor,Black,White / Cream,1,0,,0,1,2,1,1,Auburn,CA,95603.0,1,0.0,0.0,111
Speedy_adoption,Slow_adoption,Yes,44161133,CA1060,Dog,Dog,Adult,Male,Small,,[],Doogie,"Doogie is a 6 yr old sweet as can be shih tzu who weighs around 11 lbs, is neutered, vaccinated,...",0,2019-03-09 19:33:15+00:00,2019-03-06 00:16:39+00:00,36.8632,Shih Tzu,,0,False,,,,1,1,,0,1,1,1,1,San Jose,CA,95128.0,1,1.0,0.4588,99
Slow_adoption,Speedy_adoption,Yes,48299664,CA2285,Dog,Dog,Adult,Female,Small,,[],Candy,"Meet sweet 2yr old, 8lb Chi Candy. She was living a crappy life in a backyard not a house dog...",0,2020-07-09 15:42:54+00:00,2020-06-23 18:40:18+00:00,8.1106,Chihuahua,,0,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,1,1,1,1,Lafayette,CA,94549.0,1,0.0,-0.1531,96
Slow_adoption,Speedy_adoption,Yes,48440226,CA1826,Dog,Dog,Adult,Female,Small,Medium,"['Cute', 'Loving']",LUNA,Once Luna get to know you she is a love.  She will give kisses when asked.  She can be shy/timid...,0,2020-08-15 18:18:28+00:00,2020-07-09 16:07:59+00:00,60.1221,Miniature Schnauzer,Yorkshire Terrier,1,False,Gray / Blue / Silver,,,1,0,,0,1,0,1,0,Elk Grove,CA,95758.0,1,0.0,0.8176,99
Slow_adoption,Speedy_adoption,Yes,44969769,CA1698,Dog,Dog,Adult,Female,Medium,Short,[],BELLE,"BELLE
SPAYED 
APX   1 YR
BREED: LABRADOR RETRIEVER
APRX. WEIGHT:  50-60   LBS

GOOD ON LEASH
CRATE TRAINED
HOUSE BROKE
GOOD...",0,2020-02-07 19:12:10+00:00,2019-06-13 18:08:51+00:00,76.2673,Labrador Retriever,,1,False,Black,White / Cream,,1,0,,0,1,1,1,1,Gustine,CA,95322.0,1,0.0,0.0258,126
Slow_adoption,Speedy_adoption,Yes,49060492,CA786,Dog,Dog,Adult,Female,Small,,[],Blanche,"Blanche arrived with her 3 siblings, Dorothy, Rose and Stanley. She is about 1 1/2 yrs old. She and her...",0,2020-10-03 18:36:30+00:00,2020-09-11 18:36:28+00:00,55.2553,Chihuahua,Mixed Breed,1,False,,,,1,1,,0,1,2,1,2,Santa Rosa,CA,95401.0,1,0.0,0.0,106
Slow_adoption,Speedy_adoption,Yes,48016014,CA2373,Dog,Dog,Young,Male,Small,Medium,"['Dog Social', 'Cat Friendly', 'Crated Trained', 'Leash Trained', 'Potty Trained']",Eugene!!,"What is your name?
I am Eugene!

How old are you?
I am 1 yr old (a/o 05.18.2020)

How much...",0,2020-06-06 17:38:03+00:00,2020-05-19 02:07:48+00:00,80.1713,Terrier,,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,1,,0,1,2,1,1,Citrus Heights,CA,95610.0,1,0.0,0.0,93
Speedy_adoption,Slow_adoption,Yes,47415960,CA717,Dog,Dog,Senior,Male,Small,Short,"['cuddler', 'sweet']",Sherman,"Super Hero, SHERMAN, is a Senior Citizen whose owner passed away.  Sherman was on his own for about 3 months...",0,2020-02-24 00:34:42+00:00,2020-02-19 08:06:17+00:00,42.5862,Chihuahua,,1,False,Yellow / Tan / Blond / Fawn,,,1,1,,0,1,2,1,2,Tracy,CA,95376.0,1,1.0,0.8176,111
Slow_adoption,Speedy_adoption,Yes,44538591,CA1298,Dog,Dog,Baby,Male,Small,Long,[],Michelangelo,"Michelangelo is 7 weeks old, weighs 4.2 pounds at the moment, is the largest of the litter and as sweet...",0,2019-05-12 02:26:22+00:00,2019-04-25 00:05:05+00:00,79.821,Cockapoo,,1,False,White / Cream,,,0,0,,0,1,2,2,2,Roseville,CA,95747.0,1,0.0,0.0,106
Speedy_adoption,Slow_adoption,Yes,50063318,CA2324,Dog,Dog,Senior,Female,Medium,Short,[],Buki,"Buki is an elegant, charming, sweet lady who&#039;s looking for her home for the holidays! Bashful and gentle-spirited, Buki has...",0,2020-12-26 19:44:26+00:00,2020-12-16 19:04:15+00:00,54.5143,Labrador Retriever,,1,False,Black,,,1,0,,0,1,1,1,2,Santa Rosa,CA,95401.0,1,1.0,0.9134,131
Slow_adoption,Speedy_adoption,Yes,48906449,CA2045,Dog,Dog,Young,Male,Small,Wire,[],Shadow,Shadow is the ultimate Velcro dog - he just wants to be with his people! Shadow came to us from...,0,2020-10-09 20:46:05+00:00,2020-08-28 17:29:52+00:00,29.8522,Terrier,,1,False,Black,Gray / Blue / Silver,,1,0,,0,1,1,1,2,Oakley,CA,94561.0,1,0.0,0.0,98
Speedy_adoption,Slow_adoption,Yes,49023376,CA2003,Dog,Dog,Adult,Male,Small,Long,[],Fabio,"DO NOT email Petfinder if you are interested in Fabio, emails will not be returned.  Please call or text the...",0,2020-09-18 17:25:34+00:00,2020-09-08 23:56:41+00:00,24.9441,Havanese,Tibetan Terrier,1,False,White / Cream,,,1,0,,0,1,2,1,2,Fremont,CA,94539.0,1,1.0,0.1872,111
Speedy_adoption,Slow_adoption,Yes,45029774,CA2280,Dog,Dog,Young,Female,Medium,Short,[],Lux,"NAME:   LUX
GENDER: FEMALE
BREED:  LAB/FMD mix
COLOR:  BLACK
AGE:    10 MONTHS OLD
WEIGHT:  25lbs
SPAY OR NEUTER:  Yes
MICROCHIP:...",0,2019-06-26 16:57:45+00:00,2019-06-20 14:15:42+00:00,9.8894,Labrador Retriever,,1,False,Black,,,1,1,,0,1,1,1,1,Castro Valley,CA,94546.0,1,1.0,0.4019,132
Speedy_adoption,Slow_adoption,Yes,44035813,CA1005,Dog,Dog,Baby,Female,Small,Short,[],Lil Red,"EMAIL:  stonecliffeadoption@gmail.com for an application. 
Website: http://www.stoneclifferescue.org

Adoption Fee $450

Lil Red is a sweet girl who just balls up...",0,2019-02-25 11:35:01+00:00,2019-02-17 04:42:52+00:00,16.3248,Dachshund,Terrier,1,False,,,,1,0,,0,1,2,1,2,Dublin,CA,94568.0,1,1.0,0.4588,165
Slow_adoption,Speedy_adoption,Yes,44186887,CA290,Dog,Dog,Adult,Female,Small,Medium,[],Mattie,"Mattie is a female, year-old Schnauzer cross.  She weighs about 10 pounds and is quite the darling little dog. While...",0,2019-04-03 22:53:14+00:00,2019-03-09 04:42:30+00:00,77.1626,Schnauzer,,1,False,Black,,,1,0,,0,1,1,1,2,Hollister,CA,95023.0,1,0.0,0.6222,119
Speedy_adoption,Slow_adoption,Yes,44962730,CA2437,Dog,Dog,Adult,Male,Large,Short,"['Sensitive', 'Receptive', 'Affectionate', 'Smart', 'Sweet', 'Lovable', 'Mellow', 'Distinctive', 'Warm', 'Clean', 'Handsome', 'Delightful', 'Alert', 'Bright', 'Cute']",DROOPY,"DROOPY the DELIGHTFUL

Droopy is one of those “love at first sight” kind of doggies. He is an eye-catching young...",0,2019-06-21 19:35:20+00:00,2019-06-13 03:35:11+00:00,97.1773,Pit Bull Terrier,,0,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,1,1,Auburn,CA,95603.0,1,1.0,0.29600000000000004,115
Slow_adoption,Speedy_adoption,Yes,49938579,CA2265,Dog,Dog,Adult,Male,Small,Short,[],Austin,"***PLEASE READ ENTIRE POST, AND INFORMATION PRIOR TO SUBMITTING AN APPLICATION***

After you read the description, if you think this...",0,2020-12-19 18:22:42+00:00,2020-12-02 15:31:17+00:00,91.1674,Chihuahua,Mixed Breed,1,False,Bicolor,,,1,1,,0,1,2,1,2,Shingle Springs,CA,95682.0,1,0.0,0.0,135
Slow_adoption,Speedy_adoption,Yes,48982889,CA2324,Dog,Dog,Adult,Male,Small,Short,[],Moose,"Moose&#039;s name may be misleading for his size, but this little guy has a personality larger than life! Endlessly playful...",0,2020-09-21 21:37:07+00:00,2020-09-08 01:05:44+00:00,53.2279,Terrier,,1,False,Brown / Chocolate,,,1,0,,0,1,1,1,2,Santa Rosa,CA,95401.0,1,0.0,-0.2828,126
Speedy_adoption,Slow_adoption,Yes,43839370,CA1973,Dog,Dog,Young,Female,Medium,Short,[],Demi,Meet Demi! Demi is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-02-04 08:25:18+00:00,2019-01-23 09:09:59+00:00,15.3336,Labrador Retriever,Terrier,1,False,White / Cream,,,1,0,,0,0,1,1,1,San Ramon,CA,94582.0,1,1.0,0.8306,102
Slow_adoption,Speedy_adoption,Yes,44755586,CA2037,Dog,Dog,Baby,Male,Medium,Short,[],Junior,Meet puppy Junior! This lil silly puppy is approximately 8 weeks old. He is being socialized with many people and...,0,2019-07-04 04:43:07+00:00,2019-05-21 21:47:20+00:00,1.9866,Pit Bull Terrier,,0,False,Brindle,,,1,0,,0,1,1,1,1,Oakland,CA,94611.0,1,0.0,0.1007,116
Slow_adoption,Speedy_adoption,Yes,47431159,CA2717,Dog,Dog,Baby,Female,Medium,Short,[],Callie,"If you are interested in adopting one of our puppies, please fill out an application at abcrescue.org/forms
The adoption fee...",0,2020-03-17 19:11:48+00:00,2020-02-20 22:48:28+00:00,8.1106,Shepherd,,1,False,Bicolor,,,1,0,,0,1,1,1,1,Lafayette,CA,94549.0,1,0.0,0.6124,127
Speedy_adoption,Slow_adoption,Yes,45016542,CA1973,Dog,Dog,Adult,Male,Medium,,[],Patrick,Meet Patrick! Patrick is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-06-19 07:50:27+00:00,2019-06-19 07:50:27+00:00,15.3336,Dachshund,,0,False,,,,1,0,,1,1,1,1,1,San Ramon,CA,94582.0,1,1.0,0.8306,108
Speedy_adoption,Slow_adoption,Yes,46396143,CA781,Dog,Dog,Baby,Male,Medium,Short,[],Ed Sheeran,Ed Sheeran (Eddie) is such a unique and special puppy! He&#039;s a short stack with Doxie-like shorter legs and longish...,0,2019-11-04 01:01:54+00:00,2019-10-27 04:59:17+00:00,23.4398,Dachshund,Doberman Pinscher,1,False,Red / Chestnut / Orange,,,1,1,,0,1,1,1,2,Redwood City,CA,94061.0,1,1.0,0.4574,122
